,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
physicsinformed neural networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,53,135,247,310,441,550,1752
deep generative models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,33,47,117,163,185,211,219,260,262,218,1737
graph convolutional networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,88,250,278,293,217,200,204,183,1730
shortterm memory lstm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,66,100,135,154,169,180,135,174,246,306,1711
experiments show method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,12,12,18,65,124,137,150,275,292,257,315,1677
machine learning applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,11,20,44,43,89,131,178,200,188,230,273,246,1673
extensive experiments three,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,17,35,73,114,192,224,309,324,365,1672
synthetic realworld datasets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,15,26,31,58,85,126,130,199,271,301,407,1665
achieve stateoftheart performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,40,50,82,121,152,203,225,235,265,260,1657
neural radiance fields,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,115,247,553,467,246,1651
demonstrate effectiveness method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,21,28,52,91,112,140,204,291,397,292,1648
extensive experiments across,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,40,85,398,1095,1647
machine learning approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,8,10,30,47,86,124,166,195,188,215,258,289,1634
support vector machines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,17,14,3,27,16,35,47,55,51,95,105,127,148,147,108,128,153,155,177,1628
address problem propose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,9,12,19,51,76,111,155,193,246,238,249,246,1620
experiments demonstrate proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,22,30,65,93,138,178,185,249,331,307,1619
models llms demonstrated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,196,558,844,1606
language models large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,34,285,579,682,1605
propose simple yet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,14,6,18,33,50,94,117,186,246,286,290,242,1596
experimental results indicate,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,13,14,13,18,41,45,71,76,116,122,138,221,370,293,1574
remains challenging due,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,31,18,37,51,89,291,1035,1570
graph convolutional network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,54,135,235,268,237,207,222,201,1566
reinforcement learning framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,25,47,86,113,126,155,148,192,646,1557
learning deep learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,38,61,91,147,184,198,244,285,283,1556
existing methods often,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,18,22,29,54,122,386,905,1553
singular value decomposition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,7,13,18,22,17,33,36,42,50,76,73,118,124,106,148,152,212,292,1551
machine learning approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,6,17,26,25,47,90,118,167,149,173,206,261,232,1534
performance proposed method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,18,28,18,49,49,80,138,163,168,190,224,214,161,1527
predictive control mpc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,17,10,27,45,75,129,161,177,220,288,356,1524
show method outperforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,37,41,61,108,149,199,199,251,199,254,1523
neural networks cnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,78,110,171,183,192,166,169,166,136,89,1510
play important role,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,11,22,16,36,32,34,42,52,88,87,127,167,181,163,179,148,106,1504
capabilities large language,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,167,535,780,1494
vision language models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,38,123,525,792,1491
paper proposes new,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,7,15,18,11,40,35,27,38,42,69,96,128,133,169,182,178,153,125,1485
artificial neural network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,9,28,16,32,31,28,32,41,62,92,162,159,188,159,176,151,105,1482
offline reinforcement learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,164,259,295,364,330,1457
results show approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,15,10,29,50,44,81,113,153,170,169,185,174,232,1449
large visionlanguage models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,95,505,839,1444
electronic health records,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,11,25,36,79,114,136,132,134,202,257,307,1442
deep learning algorithms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,26,54,110,126,207,187,183,223,220,81,1439
attention recent years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,18,24,36,37,34,55,89,129,168,201,253,205,164,1436
paper presents new,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,10,12,18,25,41,41,50,37,55,68,79,89,143,112,113,129,149,129,122,1435
existing stateoftheart methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,12,22,39,65,93,120,149,232,342,341,1432
paper present new,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,14,14,21,24,51,48,38,47,78,95,113,148,148,128,134,144,96,69,1422
graph representation learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,65,155,185,276,252,263,197,1418
language models lms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,40,93,174,317,429,343,1418
training deep neural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,43,73,128,173,206,172,166,176,124,110,1415
based deep learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,51,98,161,201,228,194,180,179,92,1409
using convolutional neural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,64,150,188,183,183,168,121,129,107,81,1406
propose new method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,6,7,7,17,16,33,32,45,70,102,119,149,156,174,188,168,104,1405
results demonstrate method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,12,18,23,42,71,87,87,186,329,539,1404
markov chain monte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,5,13,6,30,36,24,50,48,70,68,132,159,132,125,151,183,158,1402
numerical results demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,5,8,13,29,35,48,53,58,104,129,133,135,166,230,239,1401
extensive experiments two,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,20,55,69,129,161,197,238,245,256,1394
datasets demonstrate proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,18,34,72,96,115,161,180,220,221,267,1393
present novel approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,5,8,16,12,21,27,50,55,81,108,135,122,106,217,248,171,1392
monocular depth estimation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,56,89,120,139,200,221,286,255,1390
chain monte carlo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,5,13,6,30,36,24,50,48,70,69,131,159,131,123,147,179,156,1389
however existing approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,6,10,12,22,43,50,80,89,154,254,650,1385
signaltonoise ratio snr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,22,19,32,36,29,35,39,47,39,64,68,76,111,116,94,137,185,195,1380
machine learning tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,26,30,50,69,130,154,149,163,196,203,195,1379
remains significant challenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,16,32,91,392,813,1375
unmanned aerial vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,15,47,98,124,157,145,155,177,196,248,1373
alternating direction method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,39,45,50,69,110,105,129,139,128,130,120,123,150,1365
method significantly outperforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,7,20,28,58,70,84,128,178,178,236,346,1351
experiments demonstrate method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,20,24,21,56,89,105,191,333,500,1348
machine learning systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,18,41,93,137,148,153,170,173,179,222,1346
validate effectiveness proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,17,14,29,33,72,99,98,142,227,298,301,1346
human activity recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,24,23,66,73,129,122,182,180,255,269,1342
play crucial role,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,12,9,17,14,27,32,38,50,57,76,215,376,393,1338
neural network training,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,15,13,35,73,121,157,152,118,187,205,239,1336
using deep neural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,26,45,75,151,163,202,217,155,122,106,65,1335
deep learning architectures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,48,98,118,155,141,132,151,208,256,1333
nonorthogonal multiple access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,68,143,179,157,179,156,123,111,99,79,1329
synthetic data generation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,23,44,64,93,207,338,542,1328
online social networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,36,50,65,101,105,103,96,88,96,89,116,70,86,77,77,58,1325
demonstrate method achieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,16,30,50,68,98,179,290,571,1316
empirical results show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,10,6,13,26,29,59,89,122,147,158,163,187,278,1311
direction method multipliers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,32,42,48,66,111,98,123,137,121,124,120,121,145,1310
numerical experiments demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,14,9,17,26,29,79,103,111,107,168,244,383,1310
quantum machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,25,18,68,111,158,250,311,348,1307
necessary sufficient conditions,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,5,21,12,27,19,46,44,45,51,67,58,62,60,80,111,96,87,119,149,135,1306
systematic literature review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,18,30,29,55,105,150,167,186,253,298,1305
resonance imaging mri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,10,14,21,36,51,98,103,130,149,176,219,266,1293
using reinforcement learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,20,34,54,109,129,148,135,174,196,284,1292
mean absolute error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,7,9,19,27,63,104,128,122,163,262,378,1292
achieves competitive performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,33,45,78,102,155,170,251,423,1285
natural language inference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,40,91,124,140,151,175,172,206,152,1285
across various domains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,17,18,25,147,590,460,1274
quality service qos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,16,38,27,32,31,60,53,84,68,85,73,87,97,85,120,149,150,1273
machine learning deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,65,117,156,165,200,255,260,1267
proximal policy optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,61,72,76,108,172,262,475,1261
reinforcement learning algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,9,10,20,52,76,92,174,142,133,185,171,182,1261
stochastic differential equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,7,10,12,23,9,17,34,81,145,143,144,174,210,225,1259
word error rate,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,4,6,0,4,8,25,32,71,88,133,162,180,161,176,200,1259
outperforms existing stateoftheart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,11,25,37,51,84,79,127,217,279,339,1259
gradient descent sgd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,31,35,53,103,128,170,149,135,151,150,135,1258
address challenges introduce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,15,13,110,381,714,1256
shown promising results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,13,28,48,57,98,132,163,225,256,217,1256
language processing tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,17,31,40,47,62,111,113,129,205,275,209,1253
image quality assessment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,10,33,30,44,85,90,119,164,162,249,244,1252
segment anything model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,515,413,1249
machine learning based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,14,27,61,78,129,193,173,199,140,122,99,1246
explainable artificial intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,83,146,176,256,275,263,1240
method outperforms existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,18,26,37,38,81,88,113,213,256,357,1239
reinforcement learning approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,30,70,90,157,137,144,183,175,238,1238
optimal control problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,14,17,21,29,38,49,106,142,142,128,161,159,202,1235
paper introduce new,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,4,15,22,27,19,32,32,43,68,92,97,121,114,114,137,165,114,1233
selfsupervised learning ssl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,86,248,273,301,291,1232
poses significant challenges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,6,10,18,21,20,141,432,565,1227
particle swarm optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,21,9,30,37,42,29,37,59,65,84,138,99,116,92,144,195,1210
show proposed model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,14,16,23,47,90,138,188,182,159,153,99,81,1205
first step towards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,10,17,15,13,26,27,36,50,86,105,121,163,138,133,148,96,1198
traditional machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,6,26,46,84,85,103,108,158,249,319,1197
code data available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,33,56,77,122,208,296,374,1194
datasets experimental results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,14,18,35,64,96,101,143,151,187,196,168,1189
image classification tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,13,12,35,53,93,122,150,146,182,209,161,1185
performance compared stateoftheart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,19,32,47,73,94,102,131,187,237,245,1183
natural language generation,0,0,0,0,3,3,0,7,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,5,10,6,21,30,38,100,116,135,165,185,187,159,1183
show method achieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,11,17,41,63,88,122,173,205,186,263,1179
models llms shown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,170,428,567,1178
gaussian process regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,12,18,18,32,75,80,142,157,136,156,177,152,1176
address limitation propose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,20,11,27,46,136,257,664,1175
datasets show proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,16,24,46,80,125,146,178,178,154,116,87,1175
attack success rate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,74,74,119,167,304,388,1172
show proposed algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,11,13,18,22,38,56,62,84,88,111,124,139,110,106,93,79,1171
partial differential equation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,7,9,10,22,20,24,39,85,110,144,129,162,190,201,1169
monte carlo tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,6,6,14,31,59,59,92,92,111,108,219,355,1168
neural networks trained,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,22,51,88,117,164,141,124,145,157,140,1167
control barrier functions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,36,92,116,171,193,219,329,1163
reconfigurable intelligent surface,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,121,192,194,247,224,157,1161
texttoimage diffusion models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,288,433,415,1159
demonstrate method outperforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,11,14,33,58,89,90,186,255,405,1159
neural networks rnns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,32,60,101,133,149,135,93,78,97,124,142,1155
generative artificial intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,202,453,490,1154
neural network trained,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,6,3,7,9,34,63,89,124,156,131,145,113,114,149,1151
current state art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,15,18,13,30,43,59,118,117,152,132,106,111,115,99,1146
pretrained language model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,126,175,265,274,156,77,1144
remote sensing images,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,10,22,57,54,119,103,119,182,241,217,1139
decision process mdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,21,10,20,20,27,43,49,105,110,117,142,123,138,192,1139
neural networks snns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,23,38,66,89,127,193,260,321,1138
two orders magnitude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,15,20,17,36,38,61,67,69,121,100,113,129,145,186,1135
high computational cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,14,8,15,25,39,54,101,105,109,133,145,366,1131
performance across various,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,19,147,506,438,1131
adversarial network gan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,118,153,159,174,152,127,109,80,1128
knowledge first work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,16,13,24,48,49,100,88,145,141,139,142,196,1125
carlo tree search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,6,14,31,59,56,90,89,106,103,213,336,1123
reinforcement learning marl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,34,75,110,139,213,215,320,1123
current stateoftheart methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,16,30,55,69,96,118,113,166,241,199,1116
massive mimo systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,62,97,95,105,93,101,100,135,114,67,58,62,1110
experiment results show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,10,19,14,19,35,71,108,112,142,165,156,145,96,1107
problem propose novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,11,19,41,66,72,120,131,185,181,157,102,1104
propose new approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,17,16,23,22,24,32,50,48,69,94,108,101,130,153,112,90,1102
show effectiveness proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,17,23,24,44,57,65,115,143,135,151,132,115,57,1099
synthetic real data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,16,21,20,24,42,40,60,74,108,115,110,118,107,120,113,1099
issue propose novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,8,16,50,66,110,126,214,276,214,1093
autonomous driving systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,31,35,66,73,142,289,432,1092
demonstrate proposed approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,11,11,28,29,48,76,121,135,115,150,141,209,1092
use machine learning,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,10,13,17,41,60,100,122,141,178,133,154,108,1091
achieves new stateoftheart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,29,76,94,146,174,204,163,183,1086
simultaneous localization mapping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,44,64,73,91,131,130,173,194,164,1085
many realworld applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,12,21,33,62,91,96,116,165,165,157,144,1085
work propose new,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,10,13,17,17,26,69,98,121,152,140,137,162,105,1081
significant performance improvements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,4,13,11,19,22,18,49,65,66,73,141,241,340,1078
neural network gnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,79,145,152,202,227,228,1077
combinatorial optimization problems,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,5,16,17,23,24,22,24,33,27,43,57,95,91,117,129,166,172,1077
