id,title,summary,published_date,authors,primary_category
http://arxiv.org/abs/2510.24899v1,Estimating Nationwide High-Dosage Tutoring Expenditures: A Predictive Model Approach,"This study applies an optimized XGBoost regression model to estimate
district-level expenditures on high-dosage tutoring from incomplete
administrative data. The COVID-19 pandemic caused unprecedented learning loss,
with K-12 students losing up to half a grade level in certain subjects. To
address this, the federal government allocated \$190 billion in relief. We know
from previous research that small-group tutoring, summer and after school
programs, and increased support staff were all common expenditures for
districts. We don't know how much was spent in each category. Using a custom
scraped dataset of over 7,000 ESSER (Elementary and Secondary School Emergency
Relief) plans, we model tutoring allocations as a function of district
characteristics such as enrollment, total ESSER funding, urbanicity, and school
count. Extending the trained model to districts that mention tutoring but omit
cost information yields an estimated aggregate allocation of approximately
\$2.2 billion. The model achieved an out-of-sample $R^2$=0.358, demonstrating
moderate predictive accuracy given substantial reporting heterogeneity.
Methodologically, this work illustrates how gradient-boosted decision trees can
reconstruct large-scale fiscal patterns where structured data are sparse or
missing. The framework generalizes to other domains where policy evaluation
depends on recovering latent financial or behavioral variables from
semi-structured text and sparse administrative sources.",2025-10-28 19:02:07+00:00,"['Jason Godfrey', 'Trisha Banerjee']",econ.GN
http://arxiv.org/abs/2510.24714v1,Machine-Learning-Assisted Comparison of Regression Functions,"We revisit the classical problem of comparing regression functions, a
fundamental question in statistical inference with broad relevance to modern
applications such as data integration, transfer learning, and causal inference.
Existing approaches typically rely on smoothing techniques and are thus
hindered by the curse of dimensionality. We propose a generalized notion of
kernel-based conditional mean dependence that provides a new characterization
of the null hypothesis of equal regression functions. Building on this
reformulation, we develop two novel tests that leverage modern machine learning
methods for flexible estimation. We establish the asymptotic properties of the
test statistics, which hold under both fixed- and high-dimensional regimes.
Unlike existing methods that often require restrictive distributional
assumptions, our framework only imposes mild moment conditions. The efficacy of
the proposed tests is demonstrated through extensive numerical studies.",2025-10-28 17:59:15+00:00,"['Jian Yan', 'Zhuoxi Li', 'Yang Ning', 'Yong Chen']",stat.ME
http://arxiv.org/abs/2510.24496v1,Panel data models with randomly generated groups,"We develop a structural framework for modeling and inferring unobserved
heterogeneity in dynamic panel-data models. Unlike methods treating clustering
as a descriptive device, we model heterogeneity as arising from a latent
clustering mechanism, where the number of clusters is unknown and estimated.
Building on the mixture of finite mixtures (MFM) approach, our method avoids
the clustering inconsistency issues of Dirichlet process mixtures and provides
an interpretable representation of the population clustering structure. We
extend the Telescoping Sampler of Fruhwirth-Schnatter et al. (2021) to dynamic
panels with covariates, yielding an efficient MCMC algorithm that delivers full
Bayesian inference and credible sets. We show that asymptotically the posterior
distribution of the mixing measure contracts around the truth at parametric
rates in Wasserstein distance, ensuring recovery of clustering and structural
parameters. Simulations demonstrate strong finite-sample performance. Finally,
an application to the income-democracy relationship reveals latent
heterogeneity only when controlling for additional covariates.",2025-10-28 15:12:15+00:00,"['Jean-Pierre Florens', 'Anna Simoni']",econ.EM
http://arxiv.org/abs/2510.24433v1,Nearest Neighbor Matching as Least Squares Density Ratio Estimation and Riesz Regression,"This study proves that Nearest Neighbor (NN) matching can be interpreted as
an instance of Riesz regression for automatic debiased machine learning. Lin et
al. (2023) shows that NN matching is an instance of density-ratio estimation
with their new density-ratio estimator. Chernozhukov et al. (2024) develops
Riesz regression for automatic debiased machine learning, which directly
estimates the Riesz representer (or equivalently, the bias-correction term) by
minimizing the mean squared error. In this study, we first prove that the
density-ratio estimation method proposed in Lin et al. (2023) is essentially
equivalent to Least-Squares Importance Fitting (LSIF) proposed in Kanamori et
al. (2009) for direct density-ratio estimation. Furthermore, we derive Riesz
regression using the LSIF framework. Based on these results, we derive NN
matching from Riesz regression. This study is based on our work Kato (2025a)
and Kato (2025b).",2025-10-28 14:01:51+00:00,['Masahiro Kato'],econ.EM
http://arxiv.org/abs/2510.24388v1,A Characterization of Egalitarian and Proportional Sharing Principles: An Efficient Extension Operator Approach,"Some well-known solutions for cooperative games with transferable utility
(TU-games), such as the Banzhaf value, the Myerson value, and the Aumann-Dreze
value, fail to satisfy efficiency, although they possess other desirable
properties. This paper proposes a new approach to restore efficiency by
extending any underlying solution to an efficient one, through what we call an
efficient extension operator. We consider novel axioms for an efficient
extension operator and characterize the egalitarian surplus sharing method and
the proportional sharing method in a unified manner. These results can be
considered as new justifications for the f-ESS values and the f-PS values
introduced by Funaki and Koriyama (2025), which are generalizations of the
equal surplus sharing value and the proportional sharing value. Our results
offer an additional rationale for the values with an arbitrary underlying
solution. As applications, we develop an efficient-fair extension of the
solutions for the TU-games with communication networks and its variant for
TU-games with coalition structures.",2025-10-28 13:03:44+00:00,"['Yukihiko Funaki', 'Yukio Koriyama', 'Satoshi Nakada']",econ.TH
http://arxiv.org/abs/2510.24362v1,Implicit quantile preferences of the Fed and the Taylor rule,"We study optimal monetary policy when a central bank maximizes a quantile
utility objective rather than expected utility. In our framework, the central
bank's risk attitude is indexed by the quantile index level, providing a
transparent mapping between hawkish/dovish stances and attention to adverse
macroeconomic realizations. We formulate the infinite-horizon problem using a
Bellman equation with the quantile operator. Implementing an Euler-equation
approach, we derive Taylor-rule-type reaction functions. Using an indirect
inference approach, we derive a central bank risk aversion implicit quantile
index. An empirical implementation for the US is outlined based on reduced-form
laws of motion with conditional heteroskedasticity, enabling estimation of the
new monetary policy rule and its dependence on the Fed risk attitudes. The
results reveal that the Fed has mostly a dovish-type behavior but with some
periods of hawkish attitudes.",2025-10-28 12:35:33+00:00,"['Gabriel Montes-Rojas', 'Fernando Toledo', 'Nicolás Bertholet', 'Kevin Corfield']",econ.GN
http://arxiv.org/abs/2510.24344v1,Are They Willing to Participate? A Review on Behavioral Economics Approach to Voters Turnout,"This article investigates the fundamental factors influencing the rate and
manner of Electoral participation with an economic model-based approach. In
this study, the structural parameters affecting people's decision making are
divided into two categories. The first category includes general topics such as
economic and livelihood status, cultural factors and, also, psychological
variables. In this section, given that voters are analyzed within the context
of consumer behavior theory, inflation and unemployment are considered as the
most important economic factors. The second group of factors focuses more on
the type of voting, with emphasis on government performance. Since the
incumbent government and its supportive voters are in a game with two Nash
equilibrium, and also because the voters in most cases are retrospect, the
government seeks to keep its position by a deliberate change in economic
factors, especially inflation and unemployment rates. Finally, to better
understand the issue, a hypothetical example is presented and analyzed in a
developing country in the form of a state-owned populist employment plan.",2025-10-28 12:10:25+00:00,['Mostafa Raeisi Sarkandiz'],econ.GN
http://arxiv.org/abs/2510.24266v1,The Role of Mathematical Folk Puzzles in Developing mathematical Thinking and Problem-Solving Skills,"This paper covers a variety of mathematical folk puzzles, including geometric
(Tangrams, dissection puzzles), logic, algebraic, probability (Monty Hall
Problem, Birthday Paradox), and combinatorial challenges (Eight Queens Puzzle,
Tower of Hanoi). It also explores modern modifications, such as digital and
gamified approaches, to improve student involvement and comprehension.
Furthermore, a novel concept, the ""Minimal Dissection Path Problem for
Polyominoes,"" is introduced and proven, demonstrating that the minimum number
of straight-line cuts required to dissect a polyomino of N squares into its
constituent units is $\mathrm{N}-1$. This problem, along with other puzzles,
offers practical classroom applications that reinforce core mathematical
concepts like area, spatial reasoning, and optimization, making learning both
enjoyable and effective.",2025-10-28 10:25:16+00:00,"['Duaa Abdullah', 'Jasem Hamoud']",econ.TH
http://arxiv.org/abs/2510.24225v1,The Effects of Immigration on Places and People -- Identification and Interpretation,"Most studies on the labor market effects of immigration use repeated
cross-sectional data to estimate the effects of immigration on regions. This
paper shows that such regional effects are composites of effects that address
fundamental questions in the immigration debate but remain unidentified with
repeated cross-sectional data. We provide a unifying empirical framework that
decomposes the regional effects of immigration into their underlying components
and show how these are identifiable from data that track workers over time. Our
empirical application illustrates that such analysis yields a far more
informative picture of immigration's effects on wages, employment, and
occupational upgrading.",2025-10-28 09:36:47+00:00,"['Christian Dustmann', 'Sebastian Otten', 'Uta Schönberg', 'Jan Stuhler']",econ.GN
http://arxiv.org/abs/2510.24174v1,Moment connectedness and driving factors in the energy-food nexus: A time-frequency perspective,"With escalating macroeconomic uncertainty, the risk interlinkages between
energy and food markets have become increasingly complex, posing serious
challenges to global energy and food security. This paper proposes an
integrated framework combining the GJRSK model, the time-frequency
connectedness analysis, and the random forest method to systematically
investigate the moment connectedness within the energy-food nexus and explore
the key drivers of various spillover effects. The results reveal significant
multidimensional risk spillovers with pronounced time variation, heterogeneity,
and crisis sensitivity. Return and skewness connectedness are primarily driven
by short-term spillovers, kurtosis connectedness is more prominent over the
medium term, while volatility connectedness is dominated by long-term dynamics.
Notably, crude oil consistently serves as a central transmitter in diverse
connectedness networks. Furthermore, the spillover effects are influenced by
multiple factors, including macro-financial conditions, oil supply-demand
fundamentals, policy uncertainties, and climate-related shocks, with the core
drivers of connectedness varying considerably across different moments and
timescales. These findings provide valuable insights for the coordinated
governance of energy and food markets, the improvement of multilayered risk
early-warning systems, and the optimization of investment strategies.",2025-10-28 08:29:11+00:00,"['Yun-Shi Dai', 'Peng-Fei Dai', 'Stéphane Goutte', 'Duc Khuong Nguyen', 'Wei-Xing Zhou']",econ.GN
http://arxiv.org/abs/2510.25782v1,Short-Run Multi-Outcome Effects of Nightlife Regulation in San Juan,"I evaluate San Juan, Puerto Rico's late-night alcohol sales ordinance using a
multi-outcome synthetic control that pools economic and public-safety series. I
show that a common-weight estimator clarifies mechanisms under low-rank outcome
structure. I find economically meaningful reallocations in targeted sectors --
restaurants and bars, gasoline and convenience, and hospitality employment --
while late-night public disorder arrests and violent crime show no clear
departures from pre-policy trends. The short post-policy window and small donor
pool limit statistical power; joint conformal and permutation tests do not
reject the null at conventional thresholds. I therefore emphasize effect
magnitudes, temporal persistence, and pre-trend fit over formal significance.
Code and diagnostics are available for replication.",2025-10-28 04:57:47+00:00,['Jorge A. Arroyo'],econ.GN
http://arxiv.org/abs/2510.24002v1,How Does Environmental Information Disclosure Affect Corporate Environmental Performance? Evidence from Chinese A-Share Listed Companies,"Global climate warming and air pollution pose severe threats to economic
development and public safety, presenting significant challenges to sustainable
development worldwide. Corporations, as key players in resource utilization and
emissions, have drawn increasing attention from policymakers, researchers, and
the public regarding their environmental strategies and practices. This study
employs a two-way fixed effects panel model to examine the impact of
environmental information disclosure on corporate environmental performance,
its regional heterogeneity, and the underlying mechanisms. The results
demonstrate that environmental information disclosure significantly improves
corporate environmental performance, with the effect being more pronounced in
areas of high population density and limited green space. These findings
provide empirical evidence supporting the role of environmental information
disclosure as a critical tool for improving corporate environmental practices.
The study highlights the importance of targeted, region-specific policies to
maximize the effectiveness of disclosure, offering valuable insights for
promoting sustainable development through enhanced corporate transparency.",2025-10-28 02:16:13+00:00,['Zehao Lin'],econ.GN
http://arxiv.org/abs/2510.23951v1,Strategic Learning with Asymmetric Rationality,"This paper analyzes the dynamic interaction between a fully rational,
privately informed sender and a boundedly rational, uninformed receiver with
memory constraints. The sender controls the flow of information, while the
receiver designs a decision-making protocol, modeled as a finite-state machine,
that governs how information is interpreted, how internal memory states evolve,
and when and what decisions are made. The receiver must use the limited set of
states optimally, both to learn and to create incentives for the sender to
provide information. We show that behavior patterns such as information
avoidance, opinion polarization, and indecision arise as equilibrium responses
to asymmetric rationality. The model offers an expressive framework for
strategic learning and decision-making in environments with cognitive and
informational asymmetries, with applications to regulatory review and media
distrust.",2025-10-28 00:09:51+00:00,"['Qingmin Liu', 'Yuyang Miao']",econ.TH
http://arxiv.org/abs/2510.23762v1,Control VAR: a counterfactual based approach to inference in macroeconomics,"This paper addresses the challenges of giving a causal interpretation to
vector autoregressions (VARs). I show that under independence assumptions VARs
can identify average treatment effects, average causal responses, or a mix of
the two, depending on the distribution of the policy. But what about situations
in which the economist cannot rely on independence assumptions? I propose an
alternative method, defined as control-VAR, which uses control variables to
estimate causal effects. Control-VAR can estimate average treatment effects on
the treated for dummy policies or average causal responses over time for
continuous policies.
  The advantages of control-based approaches are demonstrated by examining the
impact of natural disasters on the US economy, using Germany as a control.
Contrary to previous literature, the results indicate that natural disasters
have a negative economic impact without any cyclical positive effect. These
findings suggest that control-VARs provide a viable alternative to strict
independence assumptions, offering more credible causal estimates and
significant implications for policy design in response to natural disasters.",2025-10-27 18:45:40+00:00,['Raimondo Pala'],econ.EM
http://arxiv.org/abs/2510.23540v1,The causal interpretation of panel vector autoregressions,"This paper discusses the different contemporaneous causal interpretations of
Panel Vector Autoregressions (PVAR). I show that the interpretation of PVARs
depends on the distribution of the causing variable, and can range from average
treatment effects, to average causal responses, to a combination of the two. If
the researcher is willing to postulate a no residual autocorrelation
assumption, and some units can be thought of as controls, PVAR can identify
average treatment effects on the treated. This method complements the toolkits
already present in the literature, such as staggered-DiD, or LP-DiD, as it
formulates assumptions in the residuals, and not in the outcome variables. Such
a method features a notable advantage: it allows units to be ``sparsely''
treated, capturing the impact of interventions on the innovation component of
the outcome variables. I provide an example related to the evaluation of the
effects of natural disasters economic activity at the weekly frequency in the
US.I conclude by discussing solutions to potential violations of the SUTVA
assumption arising from interference.",2025-10-27 17:14:20+00:00,['Raimondo Pala'],econ.EM
http://arxiv.org/abs/2510.23534v2,Direct Debiased Machine Learning via Bregman Divergence Minimization,"We develop a direct debiased machine learning framework comprising Neyman
targeted estimation and generalized Riesz regression. Our framework unifies
Riesz regression for automatic debiased machine learning, covariate balancing,
targeted maximum likelihood estimation (TMLE), and density-ratio estimation. In
many problems involving causal effects or structural models, the parameters of
interest depend on regression functions. Plugging regression functions
estimated by machine learning methods into the identifying equations can yield
poor performance because of first-stage bias. To reduce such bias, debiased
machine learning employs Neyman orthogonal estimating equations. Debiased
machine learning typically requires estimation of the Riesz representer and the
regression function. For this problem, we develop a direct debiased machine
learning framework with an end-to-end algorithm. We formulate estimation of the
nuisance parameters, the regression function and the Riesz representer, as
minimizing the discrepancy between Neyman orthogonal scores computed with known
and unknown nuisance parameters, which we refer to as Neyman targeted
estimation. Neyman targeted estimation includes Riesz representer estimation,
and we measure discrepancies using the Bregman divergence. The Bregman
divergence encompasses various loss functions as special cases, where the
squared loss yields Riesz regression and the Kullback-Leibler divergence yields
entropy balancing. We refer to this Riesz representer estimation as generalized
Riesz regression. Neyman targeted estimation also yields TMLE as a special case
for regression function estimation. Furthermore, for specific pairs of models
and Riesz representer estimation methods, we can automatically obtain the
covariate balancing property without explicitly solving the covariate balancing
objective.",2025-10-27 17:10:43+00:00,['Masahiro Kato'],econ.EM
http://arxiv.org/abs/2510.23434v1,Choosing What to Learn: Experimental Design when Combining Experimental with Observational Evidence,"Experiments deliver credible but often localized effects, tied to specific
sites, populations, or mechanisms. When such estimates are insufficient to
extrapolate effects for broader policy questions, such as external validity and
general-equilibrium (GE) effects, researchers combine trials with external
evidence from reduced-form or structural observational estimates, or prior
experiments. We develop a unified framework for designing experiments in this
setting: the researcher selects which parameters to identify experimentally
from a feasible set (which treatment arms and/or individuals to include in the
experiment), allocates sample size, and specifies how to weight experimental
and observational estimators. Because observational inputs may be biased in
ways unknown ex ante, we develop a minimax proportional regret objective that
evaluates any candidate design relative to an oracle that knows the bias and
jointly chooses the design and estimator. This yields a transparent
bias-variance trade-off that requires no prespecified bias bound and depends
only on information about the precision of the estimators and the estimand's
sensitivity to the underlying parameters. We illustrate the framework by (i)
designing small-scale cash transfer experiments aimed at estimating GE effects
and (ii) optimizing site selection for microfinance interventions.",2025-10-27 15:37:23+00:00,"['Aristotelis Epanomeritakis', 'Davide Viviano']",econ.EM
http://arxiv.org/abs/2510.23421v1,Exploring Vulnerability in AI Industry,"The rapid ascent of Foundation Models (FMs), enabled by the Transformer
architecture, drives the current AI ecosystem. Characterized by large-scale
training and downstream adaptability, FMs (as GPT family) have achieved massive
public adoption, fueling a turbulent market shaped by platform economics and
intense investment. Assessing the vulnerability of this fast-evolving industry
is critical yet challenging due to data limitations. This paper proposes a
synthetic AI Vulnerability Index (AIVI) focusing on the upstream value chain
for FM production, prioritizing publicly available data. We model FM output as
a function of five inputs: Compute, Data, Talent, Capital, and Energy,
hypothesizing that supply vulnerability in any input threatens the industry.
Key vulnerabilities include compute concentration, data scarcity and legal
risks, talent bottlenecks, capital intensity and strategic dependencies, as
well as escalating energy demands. Acknowledging imperfect input
substitutability, we propose a weighted geometrical average of aggregate
subindexes, normalized using theoretical or empirical benchmarks. Despite
limitations and room for improvement, this preliminary index aims to quantify
systemic risks in AI's core production engine, and implicitly shed a light on
the risks for downstream value chain.",2025-10-27 15:26:40+00:00,"['Claudio Pirrone', 'Stefano Fricano', 'Gioacchino Fazio']",econ.GN
http://arxiv.org/abs/2510.23347v1,Macroeconomic Forecasting for the G7 countries under Uncertainty Shocks,"Accurate macroeconomic forecasting has become harder amid geopolitical
disruptions, policy reversals, and volatile financial markets. Conventional
vector autoregressions (VARs) overfit in high dimensional settings, while
threshold VARs struggle with time varying interdependencies and complex
parameter structures. We address these limitations by extending the Sims Zha
Bayesian VAR with exogenous variables (SZBVARx) to incorporate domain-informed
shrinkage and four newspaper based uncertainty shocks such as economic policy
uncertainty, geopolitical risk, US equity market volatility, and US monetary
policy uncertainty. The framework improves structural interpretability,
mitigates dimensionality, and imposes empirically guided regularization. Using
G7 data, we study spillovers from uncertainty shocks to five core variables
(unemployment, real broad effective exchange rates, short term rates, oil
prices, and CPI inflation), combining wavelet coherence (time frequency
dynamics) with nonlinear local projections (state dependent impulse responses).
Out-of-sample results at 12 and 24 month horizons show that SZBVARx outperforms
14 benchmarks, including classical VARs and leading machine learning models, as
confirmed by Murphy difference diagrams, multivariate Diebold Mariano tests,
and Giacomini White predictability tests. Credible Bayesian prediction
intervals deliver robust uncertainty quantification for scenario analysis and
risk management. The proposed SZBVARx offers G7 policymakers a transparent,
well calibrated tool for modern macroeconomic forecasting under pervasive
uncertainty.",2025-10-27 14:01:41+00:00,"['Shovon Sengupta', 'Sunny Kumar Singh', 'Tanujit Chakraborty']",econ.EM
http://arxiv.org/abs/2510.23178v1,Feedback in Dynamic Contests: Theory and Experiment,"We study the effect of interim feedback policies in a dynamic all-pay auction
where two players bid over two stages to win a common-value prize. We show that
sequential equilibrium outcomes are characterized by Cheapest Signal
Equilibria, wherein stage 1 bids are such that one player bids zero while the
other chooses a cheapest bid consistent with some signal. Equilibrium payoffs
for both players are always zero, and the sum of expected total bids equals the
value of the prize. We conduct an experiment with four natural feedback policy
treatments -- full, rank, and two cutoff policies -- and while the bidding
behavior deviates from equilibrium, we fail to reject the hypothesis of no
treatment effect on total bids. Further, stage 1 bids induce sunk costs and
head starts, and we test for the resulting sunk cost and discouragement effects
in stage 2 bidding.",2025-10-27 10:14:33+00:00,"['Sumit Goel', 'Yiqing Yan', 'Jeffrey Zeidel']",econ.TH
http://arxiv.org/abs/2510.22908v1,Bridging Stratification and Regression Adjustment: Batch-Adaptive Stratification with Post-Design Adjustment in Randomized Experiments,"To increase statistical efficiency in a randomized experiment, researchers
often use stratification (i.e., blocking) in the design stage. However,
conventional practices of stratification fail to exploit valuable information
about the predictive relationship between covariates and potential outcomes. In
this paper, I introduce an adaptive stratification procedure for increasing
statistical efficiency when some information is available about the
relationship between covariates and potential outcomes. I show that, in a
paired design, researchers can rematch observations across different batches.
For inference, I propose a stratified estimator that allows for nonparametric
covariate adjustment. I then discuss the conditions under which researchers
should expect gains in efficiency from stratification. I show that
stratification complements rather than substitutes for regression adjustment,
insuring against adjustment error even when researchers plan to use covariate
adjustment. To evaluate the performance of the method relative to common
alternatives, I conduct simulations using both synthetic data and more
realistic data derived from a political science experiment. Results demonstrate
that the gains in precision and efficiency can be substantial.",2025-10-27 01:25:34+00:00,['Zikai Li'],stat.ME
http://arxiv.org/abs/2510.22884v1,"Identification, Estimation, and Inference in Two-Sided Interaction Models","This paper studies a class of models for two-sided interactions, where
outcomes depend on latent characteristics of two distinct agent types. Models
in this class have two core elements: the matching network, which records which
agent pairs interact, and the interaction function, which maps latent
characteristics of these agents to outcomes and determines the role of
complementarities. I introduce the Tukey model, which captures
complementarities with a single interaction parameter, along with two
extensions that allow richer complementarity patterns. First, I establish an
identification trade-off between the flexibility of the interaction function
and the density of the matching network: the Tukey model is identified under
mild conditions, whereas the more flexible extensions require dense networks
that are rarely observed in applications. Second, I propose a cycle-based
estimator for the Tukey interaction parameter and show that it is consistent
and asymptotically normal even when the network is sparse. Third, I use its
asymptotic distribution to construct a formal test of no complementarities.
Finally, an empirical illustration shows that the Tukey model recovers
economically meaningful complementarities.",2025-10-27 00:21:43+00:00,['Federico Crippa'],econ.EM
http://arxiv.org/abs/2510.22864v1,Unifying regression-based and design-based causal inference in time-series experiments,"Time-series experiments, also called switchback experiments or N-of-1 trials,
play increasingly important roles in modern applications in medical and
industrial areas. Under the potential outcomes framework, recent research has
studied time-series experiments from the design-based perspective, relying
solely on the randomness in the design to drive the statistical inference.
Focusing on simpler statistical methods, we examine the design-based properties
of regression-based methods for estimating treatment effects in time-series
experiments. We demonstrate that the treatment effects of interest can be
consistently estimated using ordinary least squares with an appropriately
specified working model and transformed regressors. Our analysis allows for
estimating a diverging number of treatment effects simultaneously, and
establishes the consistency and asymptotic normality of the regression-based
estimators. Additionally, we show that asymptotically, the heteroskedasticity
and autocorrelation consistent variance estimators provide conservative
estimates of the true, design-based variances. Importantly, although our
approach relies on regression, our design-based framework allows for
misspecification of the regression model.",2025-10-26 23:12:17+00:00,"['Zhexiao Lin', 'Peng Ding']",stat.ME
http://arxiv.org/abs/2510.22841v1,Testing for Grouped Patterns in Panel Data Models,"While the literature on grouped patterns in panel data analysis has received
significant attention, little to no results are available on testing for their
presence. We propose using existing tools for testing slope homogeneity in
panels for this purpose. We highlight the key advantages and limitations of the
available testing frameworks under a sequence of doubly local alternatives,
where slopes are divided into dominant and remainder groups, with the size of
the remainder groups and the slopes differences shrinking at a certain rate as
the sample size increases. A Monte Carlo study corroborate our theoretical
findings.",2025-10-26 21:20:02+00:00,"['Antonio Raiola', 'Nazarii Salish']",econ.EM
http://arxiv.org/abs/2510.22828v1,Efficiently Learning Synthetic Control Models for High-dimensional Disaggregated Data,"The Synthetic Control method (SC) has become a valuable tool for estimating
causal effects. Originally designed for single-treated unit scenarios, it has
recently found applications in high-dimensional disaggregated settings with
multiple treated units. However, challenges in practical implementation and
computational efficiency arise in such scenarios. To tackle these challenges,
we propose a novel approach that integrates the Multivariate Square-root Lasso
method into the synthetic control framework. We rigorously establish the
estimation error bounds for fitting the Synthetic Control weights using
Multivariate Square-root Lasso, accommodating high-dimensionality and time
series dependencies. Additionally, we quantify the estimation error for the
Average Treatment Effect on the Treated (ATT). Through simulation studies, we
demonstrate that our method offers superior computational efficiency without
compromising estimation accuracy. We apply our method to assess the causal
impact of COVID-19 Stay-at-Home Orders on the monthly unemployment rate in the
United States at the county level.",2025-10-26 20:43:52+00:00,"['Ye Shen', 'Rui Song', 'Alberto Abadie']",stat.ME
http://arxiv.org/abs/2510.22817v1,Wildfire and house prices: A synthetic control case study of Altadena (Jan 2025),"This study uses the Synthetic Control Method (SCM) to estimate the causal
impact of a January 2025 wildfire on housing prices in Altadena, California. We
construct a 'synthetic' Altadena from a weighted average of peer cities to
serve as a counterfactual; this approach assumes no spillover effects on the
donor pool. The results reveal a substantial negative price effect that
intensifies over time. Over the six months following the event, we estimate an
average monthly loss of $32,125. The statistical evidence for this effect is
nuanced. Based on the robust post-to-pre-treatment RMSPE ratio, the result is
statistically significant at the 10% level (p = 0.0508). In contrast, the
effect is not statistically significant when measured by the average
post-treatment gap (p = 0.3220). This analysis highlights the significant
financial risks faced by communities in fire-prone regions and demonstrates
SCM's effectiveness in evaluating disaster-related economic damages.",2025-10-26 20:16:28+00:00,['Yibo Sun'],econ.GN
http://arxiv.org/abs/2510.23669v2,What Work is AI Actually Doing? Uncovering the Drivers of Generative AI Adoption,"Purpose: The rapid integration of artificial intelligence (AI) systems like
ChatGPT, Claude AI, etc., has a deep impact on how work is done. Predicting how
AI will reshape work requires understanding not just its capabilities, but how
it is actually being adopted. This study investigates which intrinsic task
characteristics drive users' decisions to delegate work to AI systems.
Methodology: This study utilizes the Anthropic Economic Index dataset of four
million Claude AI interactions mapped to O*NET tasks. We systematically scored
each task across seven key dimensions: Routine, Cognitive, Social Intelligence,
Creativity, Domain Knowledge, Complexity, and Decision Making using 35
parameters. We then employed multivariate techniques to identify latent task
archetypes and analyzed their relationship with AI usage. Findings: Tasks
requiring high creativity, complexity, and cognitive demand, but low
routineness, attracted the most AI engagement. Furthermore, we identified three
task archetypes: Dynamic Problem Solving, Procedural & Analytical Work, and
Standardized Operational Tasks, demonstrating that AI applicability is best
predicted by a combination of task characteristics, over individual factors.
Our analysis revealed highly concentrated AI usage patterns, with just 5% of
tasks accounting for 59% of all interactions. Originality: This research
provides the first systematic evidence linking real-world generative AI usage
to a comprehensive, multi-dimensional framework of intrinsic task
characteristics. It introduces a data-driven classification of work archetypes
that offers a new framework for analyzing the emerging human-AI division of
labor.",2025-10-26 19:13:37+00:00,"['Peeyush Agarwal', 'Harsh Agarwal', 'Akshat Rana']",econ.GN
http://arxiv.org/abs/2510.22750v1,Information-Credible Stability in Matching with Incomplete Information,"In this paper, I develop a refinement of stability for matching markets with
incomplete information. I introduce Information-Credible Pairwise Stability
(ICPS), a solution concept in which deviating pairs can use credible, costly
tests to reveal match-relevant information before deciding whether to block. By
leveraging the option value of information, ICPS strictly refines Bayesian
stability, rules out fear-driven matchings, and connects belief-based and
information-based notions of stability. ICPS collapses to Bayesian stability
when testing is uninformative or infeasible and coincides with
complete-information stability when testing is perfect and free. I show that
any ICPS-blocking deviation strictly increases total expected surplus, ensuring
welfare improvement. I also prove that ICPS-stable allocations always exist,
promote positive assortative matching, and are unique when the test power is
sufficiently strong. The framework extends to settings with non-transferable
utility, correlated types, and endogenous or sequential testing.",2025-10-26 16:53:18+00:00,['Kaibalyapati Mishra'],econ.TH
http://arxiv.org/abs/2510.22714v1,Pairwise Difference Representations of Moments: Gini and Generalized Lagrange identities,"We provide pairwise-difference (Gini-type) representations of higher-order
central moments for both general random variables and empirical moments. Such
representations do not require a measure of location. For third and fourth
moments, this yields pairwise-difference representations of skewness and
kurtosis coefficients. We show that all central moments possess such
representations, so no reference to the mean is needed for moments of any
order. This is done by considering i.i.d. replications of the random variables
considered, by observing that central moments can be interpreted as covariances
between a random variable and powers of the same variable, and by giving
recursions which link the pairwise-difference representation of any moment to
lower order ones. Numerical summation identities are deduced. Through a similar
approach, we give analogues of the Lagrange and Binet-Cauchy identities for
general random variables, along with a simple derivation of the classic
Cauchy-Schwarz inequality for covariances. Finally, an application to unbiased
estimation of centered moments is discussed.",2025-10-26 15:16:54+00:00,"['Jean-Marie Dufour', 'Abderrahim Taamouti', 'Meilin Tong']",stat.ME
