id,title,published_date,authors,primary_category,summary,year
http://arxiv.org/abs/2012.11542v1,Uncertainty on the Reproduction Ratio in the SIR Model,2020-12-21 18:21:36+00:00,"['Sean Elliott', 'Christian Gourieroux']",stat.ME,"The aim of this paper is to understand the extreme variability on the
estimated reproduction ratio $R_0$ observed in practice. For expository purpose
we consider a discrete time stochastic version of the
Susceptible-Infected-Recovered (SIR) model, and introduce different approximate
maximum likelihood (AML) estimators of $R_0$. We carefully discuss the
properties of these estimators and illustrate by a Monte-Carlo study the width
of confidence intervals on $R_0$.",2020
http://arxiv.org/abs/2012.11342v2,A Nearly Similar Powerful Test for Mediation,2020-12-21 13:46:09+00:00,"['Kees Jan van Garderen', 'Noud van Giersbergen']",econ.EM,"This paper derives a new powerful test for mediation that is easy to use.
Testing for mediation is empirically very important in psychology, sociology,
medicine, economics and business, generating over 100,000 citations to a single
key paper. The no-mediation hypothesis $H_{0}:\theta_{1}\theta _{2}=0$ also
poses a theoretically interesting statistical problem since it defines a
manifold that is non-regular in the origin where rejection probabilities of
standard tests are extremely low. We prove that a similar test for mediation
only exists if the size is the reciprocal of an integer. It is unique, but has
objectionable properties. We propose a new test that is nearly similar with
power close to the envelope without these abject properties and is easy to use
in practice. Construction uses the general varying $g$-method that we propose.
We illustrate the results in an educational setting with gender role beliefs
and in a trade union sentiment application.",2020
http://arxiv.org/abs/2012.11286v1,An Empirical Evaluation On The Effectiveness Of Medicaid Expansion Across 49 States,2020-12-21 12:27:16+00:00,['Tung Yu Marco Chan'],econ.GN,"In 2014 the Patient Protection and Affordable Care Act (ACA) introduced the
expansion of Medicaid where states can opt to expand the eligibility for those
in need of free health insurance. In this paper, we attempt to assess the
effectiveness of Medicaid expansion on health outcomes of state populations
using Difference-in-Difference (DD) regressions to seek for causal impacts of
expanding Medicaid on health outcomes in 49 states. We find that in the time
frame of 2013 to 2016, Medicaid expansion seems to have had no significant
impact on the health outcomes of states that have chosen to expand.",2020
http://arxiv.org/abs/2012.11282v1,"National Accounts as a Stock-Flow Consistent System, Part 1: The Real Accounts",2020-12-21 12:22:21+00:00,"['Matti Estola', 'Kristian Vepsäläinen']",econ.GN,"The 2008 economic crisis was not forecastable by at that time existing models
of macroeconomics. Thus macroeconomics needs new tools. We introduce a model
based on National Accounts that shows how macroeconomic sectors are
interconnected. These connections explain the spread of business cycles from
one industry to another and from financial sector to the real economy. These
lingages cannot be explained by General Equilibrium type of models. Our model
describes the real part of National Accounts (NA) of an economy. The accounts
are presented in the form of a money flow diagram between the following
macro-sectors: Non-financial firms, financial firms, households, government,
and rest of the world. The model contains all main items in NA and the
corresponding simulation model creates time paths for 59 key macroeconomic
quantities for an unlimited future. Finnish data of NA from time period
1975-2012 is used in calibrating the parameters of the model, and the model
follows the historical data with sufficient accuracy. Our study serves as a
basis for systems analytic macro-models that can explain the positive and
negative feed-backs in the production system of an economy. These feed-backs
are born from interactions between economic units and between real and
financial markets. JEL E01, E10.
  Key words: Stock-Flow Models, National Accounts, Simulation model.",2020
http://arxiv.org/abs/2012.11222v5,Weak Identification with Bounds in a Class of Minimum Distance Models,2020-12-21 10:05:21+00:00,['Gregory Fletcher Cox'],econ.EM,"When parameters are weakly identified, bounds on the parameters may provide a
valuable source of information. Existing weak identification estimation and
inference results are unable to combine weak identification with bounds. Within
a class of minimum distance models, this paper proposes identification-robust
inference that incorporates information from bounds when parameters are weakly
identified. This paper demonstrates the value of the bounds and
identification-robust inference in a simple latent factor model and a simple
GARCH model. This paper also demonstrates the identification-robust inference
in an empirical application, a factor model for parental investments in
children.",2020
http://arxiv.org/abs/2012.11215v3,"Binary Classification Tests, Imperfect Standards, and Ambiguous Information",2020-12-21 09:51:30+00:00,['Gabriel Ziegler'],econ.EM,"New binary classification tests are often evaluated relative to a
pre-established test. For example, rapid Antigen tests for the detection of
SARS-CoV-2 are assessed relative to more established PCR tests. In this paper,
I argue that the new test can be described as producing ambiguous information
when the pre-established is imperfect. This allows for a phenomenon called
dilation -- an extreme form of non-informativeness. As an example, I present
hypothetical test data satisfying the WHO's minimum quality requirement for
rapid Antigen tests which leads to dilation. The ambiguity in the information
arises from a missing data problem due to imperfection of the established test:
the joint distribution of true infection and test results is not observed.
Using results from Copula theory, I construct the (usually non-singleton) set
of all these possible joint distributions, which allows me to assess the new
test's informativeness. This analysis leads to a simple sufficient condition to
make sure that a new test is not a dilation. I illustrate my approach with
applications to data from three COVID-19 related tests. Two rapid Antigen tests
satisfy my sufficient condition easily and are therefore informative. However,
less accurate procedures, like chest CT scans, may exhibit dilation.",2020
http://arxiv.org/abs/2012.11046v1,Policy Transforms and Learning Optimal Policies,2020-12-20 23:09:27+00:00,['Thomas M. Russell'],econ.EM,"We study the problem of choosing optimal policy rules in uncertain
environments using models that may be incomplete and/or partially identified.
We consider a policymaker who wishes to choose a policy to maximize a
particular counterfactual quantity called a policy transform. We characterize
learnability of a set of policy options by the existence of a decision rule
that closely approximates the maximin optimal value of the policy transform
with high probability. Sufficient conditions are provided for the existence of
such a rule. However, learnability of an optimal policy is an ex-ante notion
(i.e. before observing a sample), and so ex-post (i.e. after observing a
sample) theoretical guarantees for certain policy rules are also provided. Our
entire approach is applicable when the distribution of unobservables is not
parametrically specified, although we discuss how semiparametric restrictions
can be used. Finally, we show possible applications of the procedure to a
simultaneous discrete choice example and a program evaluation example.",2020
http://arxiv.org/abs/2012.11028v1,The Probabilistic Serial and Random Priority Mechanisms with Minimum Quotas,2020-12-20 21:38:24+00:00,['Marek Bojko'],econ.TH,"Consider the problem of assigning indivisible objects to agents with strict
ordinal preferences over objects, where each agent is interested in consuming
at most one object, and objects have integer minimum and maximum quotas. We
define an assignment to be feasible if it satisfies all quotas and assume such
an assignment always exists. The Probabilistic Serial (PS) and Random Priority
(RP) mechanisms are generalised based on the same intuitive idea: Allow agents
to consume their most preferred available object until the total mass of agents
yet to be allocated is exactly equal to the remaining amount of unfilled lower
quotas; in this case, we restrict agents' menus to objects which are yet to
fill their minimum quotas. We show the mechanisms satisfy the same criteria as
their classical counterparts: PS is ordinally efficient, envy-free and weakly
strategy-proof; RP is strategy-proof, weakly envy-free but not ordinally
efficient.",2020
http://arxiv.org/abs/2012.10790v1,Achieving Reliable Causal Inference with Data-Mined Variables: A Random Forest Approach to the Measurement Error Problem,2020-12-19 21:48:23+00:00,"['Mochen Yang', 'Edward McFowland III', 'Gordon Burtch', 'Gediminas Adomavicius']",econ.EM,"Combining machine learning with econometric analysis is becoming increasingly
prevalent in both research and practice. A common empirical strategy involves
the application of predictive modeling techniques to 'mine' variables of
interest from available data, followed by the inclusion of those variables into
an econometric framework, with the objective of estimating causal effects.
Recent work highlights that, because the predictions from machine learning
models are inevitably imperfect, econometric analyses based on the predicted
variables are likely to suffer from bias due to measurement error. We propose a
novel approach to mitigate these biases, leveraging the ensemble learning
technique known as the random forest. We propose employing random forest not
just for prediction, but also for generating instrumental variables to address
the measurement error embedded in the prediction. The random forest algorithm
performs best when comprised of a set of trees that are individually accurate
in their predictions, yet which also make 'different' mistakes, i.e., have
weakly correlated prediction errors. A key observation is that these properties
are closely related to the relevance and exclusion requirements of valid
instrumental variables. We design a data-driven procedure to select tuples of
individual trees from a random forest, in which one tree serves as the
endogenous covariate and the other trees serve as its instruments. Simulation
experiments demonstrate the efficacy of the proposed approach in mitigating
estimation biases and its superior performance over three alternative methods
for bias correction.",2020
http://arxiv.org/abs/2012.10735v1,The role of time estimation in decreased impatience in Intertemporal Choice,2020-12-19 16:33:07+00:00,"['Camila S. Agostino Peter M. E. Claessens', 'Fuat Balci', 'Yossi Zana']",econ.TH,"The role of specific cognitive processes in deviations from constant
discounting in intertemporal choice is not well understood. We evaluated
decreased impatience in intertemporal choice tasks independent of discounting
rate and non-linearity in long-scale time representation; nonlinear time
representation was expected to explain inconsistencies in discounting rate.
Participants performed temporal magnitude estimation and intertemporal choice
tasks. Psychophysical functions for time intervals were estimated by fitting
linear and power functions, while discounting functions were estimated by
fitting exponential and hyperbolic functions. The temporal magnitude estimates
of 65% of the participants were better fit with power functions (mostly
compression). 63% of the participants had intertemporal choice patterns
corresponding best to hyperbolic functions. Even when the perceptual bias in
the temporal magnitude estimations was compensated in the discounting rate
computation, the data of 8 out of 14 participants continued exhibiting temporal
inconsistency. The results suggest that temporal inconsistency in discounting
rate can be explained to different degrees by the bias in temporal
representations. Non-linearity in temporal representation and discounting rate
should be evaluated on an individual basis. Keywords: Intertemporal choice,
temporal magnitude, model comparison, impatience, time inconsistency",2020
http://arxiv.org/abs/2012.11595v1,Valuation Models Applied to Value-Based Management. Application to the Case of UK Companies with Problems,2020-12-19 14:09:14+00:00,['Marcel Ausloos'],q-fin.GN,"Many still rightly wonder whether accounting numbers affect business value.
Basic questions are why? and how? I aim at promoting an objective choice on how
optimizing the most suitable valuation methods under a value-based management
framework through some performance measurement systems. First, I present a
comprehensive review of valuation methods. Three valuations methods, (i) Free
Cash Flow Valuation Model (FCFVM), (ii) Residual Earning Valuation Model (REVM)
and (iii) Abnormal Earning Growth Model (AEGM), are presented. I point out to
advantages and limitations. As applications, the proofs of the findings are
illustrated on three study cases: Marks & Spencer's business pattern (size and
growth prospect), which had a recently advertised valuation problem, and two
comparable companies, Tesco and Sainsbury's, all three chosen for
multiple-based valuation. For the purpose, two value drivers are chosen,
EnV/EBIT (entity value/earnings before interests and taxes) and the
corresponding EnV/Sales. Thus, the question whether accounting numbers through
models based on mathematical economics truly affect business value has an
answer: Maybe, yes.",2020
http://arxiv.org/abs/2012.11594v1,Insider trading in the run-up to merger announcements. Before and after the UK's Financial Services Act 2012,2020-12-19 11:37:20+00:00,"['Rebecaa Pham', 'Marcel Ausloos']",q-fin.GN,"After the 2007/2008 financial crisis, the UK government decided that a change
in regulation was required to amend the poor control of financial markets. The
Financial Services Act 2012 was developed as a result in order to give more
control and authority to the regulators of financial markets. Thus, the
Financial Conduct Authority (FCA) succeeded the Financial Services Authority
(FSA). An area requiring an improvement in regulation was insider trading. Our
study examines the effectiveness of the FCA in its duty of regulating insider
trading through utilising the event study methodology to assess abnormal
returns in the run-up to the first announcement of mergers. Samples of abnormal
returns are examined on periods, under regulation either by the FSA or by the
FCA. Practically, stock price data on the London Stock Exchange from 2008-2012
and 2015-2019 is investigated. The results from this study determine that
abnormal returns are reduced after the implementation of the Financial Services
Act 2012; prices are also found to be noisier in the period before the 2012
Act. Insignificant abnormal returns are found in the run-up to the first
announcement of mergers in the 2015-2019 period. This concludes that the FCA is
efficient in regulating insider trading.",2020
http://arxiv.org/abs/2012.10475v2,Minority games played by arbitrageurs on the energy market,2020-12-18 19:29:47+00:00,"['Tim Ritmeester', 'Hildegard Meyer-Ortmanns']",econ.TH,"Along with the energy transition, the energy markets change their
organization toward more decentralized and self-organized structures, striving
for locally optimal profits. These tendencies may endanger the physical grid
stability. One realistic option is the exhaustion of reserve energy due to an
abuse by arbitrageurs. We map the energy market to different versions of a
minority game and determine the expected amount of arbitrage as well as its
fluctuations as a function of the model parameters. Of particular interest are
the impact of heterogeneous contributions of arbitrageurs, the interplay
between external stochastic events and nonlinear price functions of reserve
power, and the effect of risk aversion due to suspected penalties. The
non-monotonic dependence of arbitrage on the control parameters reveals an
underlying phase transition that is the counterpart to replica symmetry
breaking in spin glasses. As conclusions from our results we propose economic
and statutory measures to counteract a detrimental effect of arbitrage.",2020
http://arxiv.org/abs/2012.10315v5,"Kernel Methods for Unobserved Confounding: Negative Controls, Proxies, and Instruments",2020-12-18 16:00:08+00:00,['Rahul Singh'],stat.ML,"Negative control is a strategy for learning the causal relationship between
treatment and outcome in the presence of unmeasured confounding. The treatment
effect can nonetheless be identified if two auxiliary variables are available:
a negative control treatment (which has no effect on the actual outcome), and a
negative control outcome (which is not affected by the actual treatment). These
auxiliary variables can also be viewed as proxies for a traditional set of
control variables, and they bear resemblance to instrumental variables. I
propose a family of algorithms based on kernel ridge regression for learning
nonparametric treatment effects with negative controls. Examples include dose
response curves, dose response curves with distribution shift, and
heterogeneous treatment effects. Data may be discrete or continuous, and low,
high, or infinite dimensional. I prove uniform consistency and provide finite
sample rates of convergence. I estimate the dose response curve of cigarette
smoking on infant birth weight adjusting for unobserved confounding due to
household income, using a data set of singleton births in the state of
Pennsylvania between 1989 and 1991.",2020
http://arxiv.org/abs/2012.10077v8,Two-way Fixed Effects and Differences-in-Differences Estimators with Several Treatments,2020-12-18 07:11:36+00:00,"['Clément de Chaisemartin', ""Xavier D'Haultfœuille""]",econ.EM,"We study two-way-fixed-effects regressions (TWFE) with several treatment
variables. Under a parallel trends assumption, we show that the coefficient on
each treatment identifies a weighted sum of that treatment's effect, with
possibly negative weights, plus a weighted sum of the effects of the other
treatments. Thus, those estimators are not robust to heterogeneous effects and
may be contaminated by other treatments' effects. We further show that omitting
a treatment from the regression can actually reduce the estimator's bias,
unlike what would happen under constant treatment effects. We propose an
alternative difference-in-differences estimator, robust to heterogeneous
effects and immune to the contamination problem. In the application we
consider, the TWFE regression identifies a highly non-convex combination of
effects, with large contamination weights, and one of its coefficients
significantly differs from our heterogeneity-robust estimator.",2020
http://arxiv.org/abs/2012.09906v4,Green governments,2020-12-17 19:59:55+00:00,"['Niklas Potrafke', 'Kaspar Wuthrich']",econ.GN,"We examine how Green governments influence environmental, macroeconomic, and
education outcomes. We exploit that the Fukushima nuclear disaster in Japan
gave rise to an unanticipated change in government in the German state
Baden-Wuerttemberg in 2011. Using the synthetic control method, we find no
evidence that the Green government influenced CO2 emissions or increased
renewable energy usage overall. The share of wind power usage even decreased.
Intra-ecological conflicts prevented the Green government from implementing
drastic changes in environmental policies. The results do not suggest that the
Green government influenced macroeconomic outcomes. Inclusive education
policies caused comprehensive schools to become larger.",2020
http://arxiv.org/abs/2012.09541v1,Hiring from a pool of workers,2020-12-17 12:27:42+00:00,"['Azar Abizada', 'Inácio Bó']",econ.TH,"In many countries and institutions around the world, the hiring of workers is
made through open competitions. In them, candidates take tests and are ranked
based on scores in exams and other predetermined criteria. Those who satisfy
some eligibility criteria are made available for hiring from a ""pool of
workers."" In each of an ex-ante unknown number of rounds, vacancies are
announced, and workers are then hired from that pool. When the scores are the
only criterion for selection, the procedure satisfies desired fairness and
independence properties. We show that when affirmative action policies are
introduced, the established methods of reserves and procedures used in Brazil,
France, and Australia, fail to satisfy those properties. We then present a new
rule, which we show to be the unique rule that extends static notions of
fairness to problems with multiple rounds while satisfying aggregation
independence, a consistency requirement. Finally, we show that if multiple
institutions hire workers from a single pool, even minor consistency
requirements are incompatible with variations in the institutions' rules.",2020
http://arxiv.org/abs/2012.09493v1,Optimal switch from a fossil-fueled to an electric vehicle,2020-12-17 10:34:44+00:00,"['Paolo Falbo', 'Giorgio Ferrari', 'Giorgio Rizzini', 'Maren Diane Schmeck']",econ.GN,"In this paper we propose and solve a real options model for the optimal
adoption of an electric vehicle. A policymaker promotes the abeyance of
fossil-fueled vehicles through an incentive, and the representative
fossil-fueled vehicle's owner decides the time at which buying an electric
vehicle, while minimizing a certain expected cost. This involves a combination
of various types of costs: the stochastic opportunity cost of driving one unit
distance with a traditional fossil-fueled vehicle instead of an electric one,
the cost associated to traffic bans, and the net purchase cost. After
determining the optimal switching time and the minimal cost function for a
general diffusive opportunity cost, we specialize to the case of a
mean-reverting process. In such a setting, we provide a model calibration on
real data from Italy, and we study the dependency of the optimal switching time
with respect to the model's parameters. Moreover, we study the effect of
traffic bans and incentive on the expected optimal switching time. We observe
that incentive and traffic bans on fossil-fueled transport can be used as
effective tools in the hand of the policymaker to encourage the adoption of
electric vehicles, and hence to reduce air pollution.",2020
http://arxiv.org/abs/2012.09445v3,"Self-Fulfilling Prophecies, Quasi Non-Ergodicity and Wealth Inequality",2020-12-17 08:40:26+00:00,"['Jean-Philippe Bouchaud', 'Roger Farmer']",econ.TH,"We construct a model of an exchange economy in which agents trade assets
contingent on an observable signal, the probability of which depends on public
opinion. The agents in our model are replaced occasionally and each person
updates beliefs in response to observed outcomes. We show that the distribution
of the observed signal is described by a quasi-non-ergodic process and that
people continue to disagree with each other forever. These disagreements
generate large wealth inequalities that arise from the multiplicative nature of
wealth dynamics which make successful bold bets highly profitable.",2020
http://arxiv.org/abs/2012.09422v4,The Variational Method of Moments,2020-12-17 07:21:06+00:00,"['Andrew Bennett', 'Nathan Kallus']",cs.LG,"The conditional moment problem is a powerful formulation for describing
structural causal parameters in terms of observables, a prominent example being
instrumental variable regression. A standard approach reduces the problem to a
finite set of marginal moment conditions and applies the optimally weighted
generalized method of moments (OWGMM), but this requires we know a finite set
of identifying moments, can still be inefficient even if identifying, or can be
theoretically efficient but practically unwieldy if we use a growing sieve of
moment conditions. Motivated by a variational minimax reformulation of OWGMM,
we define a very general class of estimators for the conditional moment
problem, which we term the variational method of moments (VMM) and which
naturally enables controlling infinitely-many moments. We provide a detailed
theoretical analysis of multiple VMM estimators, including ones based on kernel
methods and neural nets, and provide conditions under which these are
consistent, asymptotically normal, and semiparametrically efficient in the full
conditional moment model. We additionally provide algorithms for valid
statistical inference based on the same kind of variational reformulations,
both for kernel- and neural-net-based varieties. Finally, we demonstrate the
strong performance of our proposed estimation and inference algorithms in a
detailed series of synthetic experiments.",2020
http://arxiv.org/abs/2012.09336v2,Levelling Down and the COVID-19 Lockdowns: Uneven Regional Recovery in UK Consumer Spending,2020-12-17 00:27:31+00:00,"['John Gathergood', 'Fabian Gunzinger', 'Benedict Guttman-Kenney', 'Edika Quispe-Torreblanca', 'Neil Stewart']",econ.GN,"We show the recovery in consumer spending in the United Kingdom through the
second half of 2020 is unevenly distributed across regions. We utilise Fable
Data: a real-time source of consumption data that is a highly correlated,
leading indicator of Bank of England and Office for National Statistics data.
The UK's recovery is heavily weighted towards the ""home counties"" around outer
London and the South. We observe a stark contrast between strong online
spending growth while offline spending contracts. The strongest recovery in
spending is seen in online spending in the ""commuter belt"" areas in outer
London and the surrounding localities and also in areas of high second home
ownership, where working from home (including working from second homes) has
significantly displaced the location of spending. Year-on-year spending growth
in November 2020 in localities facing the UK's new tighter ""Tier 3""
restrictions (mostly the midlands and northern areas) was 38.4% lower compared
with areas facing the less restrictive ""Tier 2"" (mostly London and the South).
These patterns had been further exacerbated during November 2020 when a second
national lockdown was imposed. To prevent such COVID-19-driven regional
inequalities from becoming persistent we propose governments introduce
temporary, regionally-targeted interventions in 2021. The availability of
real-time, regional data enables policymakers to efficiently decide when, where
and how to implement such regional interventions and to be able to rapidly
evaluate their effectiveness to consider whether to expand, modify or remove
them.",2020
http://arxiv.org/abs/2012.09306v1,"Decentralized Finance, Centralized Ownership? An Iterative Mapping Process to Measure Protocol Token Distribution",2020-12-16 22:52:10+00:00,"['Matthias Nadler', 'Fabian Schär']",econ.GN,"In this paper, we analyze various Decentralized Finance (DeFi) protocols in
terms of their token distributions. We propose an iterative mapping process
that allows us to split aggregate token holdings from custodial and escrow
contracts and assign them to their economic beneficiaries. This method accounts
for liquidity-, lending-, and staking-pools, as well as token wrappers, and can
be used to break down token holdings, even for high nesting levels. We compute
individual address balances for several snapshots and analyze intertemporal
distribution changes. In addition, we study reallocation and protocol usage
data, and propose a proxy for measuring token dependencies and ecosystem
integration. The paper offers new insights on DeFi interoperability as well as
token ownership distribution and may serve as a foundation for further
research.",2020
http://arxiv.org/abs/2012.08988v1,Exact Trend Control in Estimating Treatment Effects Using Panel Data with Heterogenous Trends,2020-12-16 14:33:53+00:00,['Chirok Han'],econ.EM,"For a panel model considered by Abadie et al. (2010), the counterfactual
outcomes constructed by Abadie et al., Hsiao et al. (2012), and Doudchenko and
Imbens (2017) may all be confounded by uncontrolled heterogenous trends. Based
on exact-matching on the trend predictors, I propose new methods of estimating
the model-specific treatment effects, which are free from heterogenous trends.
When applied to Abadie et al.'s (2010) model and data, the new estimators
suggest considerably smaller effects of California's tobacco control program.",2020
http://arxiv.org/abs/2012.09627v3,"United States FDA drug approvals are persistent and polycyclic: Insights into economic cycles, innovation dynamics, and national policy",2020-12-16 13:30:17+00:00,['Iraj Daizadeh'],econ.EM,"It is challenging to elucidate the effects of changes in external influences
(such as economic or policy) on the rate of US drug approvals. Here, a novel
approach, termed the Chronological Hurst Exponent (CHE), is proposed, which
hypothesizes that changes in the long-range memory latent within the dynamics
of time series data may be temporally associated with changes in such
influences. Using the monthly number the FDA Center for Drug Evaluation and
Research (CDER) approvals from 1939 to 2019 as the data source, it is
demonstrated that the CHE has a distinct S-shaped structure demarcated by an
8-year (1939-1947) Stagnation Period, a 27-year (1947-1974) Emergent
(time-varying Period, and a 45-year (1974-2019) Saturation Period. Further,
dominant periodicities (resolved via wavelet analyses) are identified during
the most recent 45-year CHE Saturation Period at 17, 8 and 4 years; thus, US
drug approvals have been following a Juglar-Kuznet mid-term cycle with
Kitchin-like bursts. As discussed, this work suggests that (1) changes in
extrinsic factors (e.g., of economic and/or policy origin ) during the Emergent
Period may have led to persistent growth in US drug approvals enjoyed since
1974, (2) the CHE may be a valued method to explore influences on time series
data, and (3) innovation-related economic cycles exist (as viewed via the proxy
metric of US drug approvals).",2020
http://arxiv.org/abs/2012.08864v1,"Development of cloud, digital technologies and the introduction of chip technologies",2020-12-16 11:05:41+00:00,['Ali R. Baghirzade'],econ.GN,"Hardly any other area of research has recently attracted as much attention as
machine learning (ML) through the rapid advances in artificial intelligence
(AI). This publication provides a short introduction to practical concepts and
methods of machine learning, problems and emerging research questions, as well
as an overview of the participants, an overview of the application areas and
the socio-economic framework conditions of the research.
  In expert circles, ML is used as a key technology for modern artificial
intelligence techniques, which is why AI and ML are often used interchangeably,
especially in an economic context. Machine learning and, in particular, deep
learning (DL) opens up entirely new possibilities in automatic language
processing, image analysis, medical diagnostics, process management and
customer management. One of the important aspects in this article is
chipization. Due to the rapid development of digitalization, the number of
applications will continue to grow as digital technologies advance. In the
future, machines will more and more provide results that are important for
decision making. To this end, it is important to ensure the safety, reliability
and sufficient traceability of automated decision-making processes from the
technological side. At the same time, it is necessary to ensure that ML
applications are compatible with legal issues such as responsibility and
liability for algorithmic decisions, as well as technically feasible. Its
formulation and regulatory implementation is an important and complex issue
that requires an interdisciplinary approach. Last but not least, public
acceptance is critical to the continued diffusion of machine learning processes
in applications. This requires widespread public discussion and the involvement
of various social groups.",2020
http://arxiv.org/abs/2012.08840v1,Exploring Narrative Economics: An Agent-Based-Modeling Platform that Integrates Automated Traders with Opinion Dynamics,2020-12-16 10:31:08+00:00,"['Kenneth Lomas', 'Dave Cliff']",q-fin.TR,"In seeking to explain aspects of real-world economies that defy easy
understanding when analysed via conventional means, Nobel Laureate Robert
Shiller has since 2017 introduced and developed the idea of Narrative
Economics, where observable economic factors such as the dynamics of prices in
asset markets are explained largely as a consequence of the narratives (i.e.,
the stories) heard, told, and believed by participants in those markets.
Shiller argues that otherwise irrational and difficult-to-explain behaviors,
such as investors participating in highly volatile cryptocurrency markets, are
best explained and understood in narrative terms: people invest because they
believe, because they have a heartfelt opinions, about the future prospects of
the asset, and they tell to themselves and others stories (narratives) about
those beliefs and opinions. In this paper we describe what is, to the best of
our knowledge, the first ever agent-based modelling platform that allows for
the study of issues in narrative economics. We have created this by integrating
and synthesizing research in two previously separate fields: opinion dynamics
(OD), and agent-based computational economics (ACE) in the form of
minimally-intelligent trader-agents operating in accurately modelled financial
markets. We show here for the first time how long-established models in OD and
in ACE can be brought together to enable the experimental study of issues in
narrative economics, and we present initial results from our system. The
program-code for our simulation platform has been released as freely-available
open-source software on GitHub, to enable other researchers to replicate and
extend our work",2020
http://arxiv.org/abs/2012.08444v2,Minimax Risk and Uniform Convergence Rates for Nonparametric Dyadic Regression,2020-12-15 17:35:07+00:00,"['Bryan S. Graham', 'Fengshi Niu', 'James L. Powell']",math.ST,"Let $i=1,\ldots,N$ index a simple random sample of units drawn from some
large population. For each unit we observe the vector of regressors $X_{i}$
and, for each of the $N\left(N-1\right)$ ordered pairs of units, an outcome
$Y_{ij}$. The outcomes $Y_{ij}$ and $Y_{kl}$ are independent if their indices
are disjoint, but dependent otherwise (i.e., ""dyadically dependent""). Let
$W_{ij}=\left(X_{i}',X_{j}'\right)'$; using the sampled data we seek to
construct a nonparametric estimate of the mean regression function
$g\left(W_{ij}\right)\overset{def}{\equiv}\mathbb{E}\left[\left.Y_{ij}\right|X_{i},X_{j}\right].$
  We present two sets of results. First, we calculate lower bounds on the
minimax risk for estimating the regression function at (i) a point and (ii)
under the infinity norm. Second, we calculate (i) pointwise and (ii) uniform
convergence rates for the dyadic analog of the familiar Nadaraya-Watson (NW)
kernel regression estimator. We show that the NW kernel regression estimator
achieves the optimal rates suggested by our risk bounds when an appropriate
bandwidth sequence is chosen. This optimal rate differs from the one available
under iid data: the effective sample size is smaller and
$d_W=\mathrm{dim}(W_{ij})$ influences the rate differently.",2020
http://arxiv.org/abs/2012.08223v2,Long-term prediction intervals with many covariates,2020-12-15 11:26:08+00:00,"['Sayar Karmakar', 'Marek Chudy', 'Wei Biao Wu']",stat.ME,"Accurate forecasting is one of the fundamental focus in the literature of
econometric time-series. Often practitioners and policy makers want to predict
outcomes of an entire time horizon in the future instead of just a single
$k$-step ahead prediction. These series, apart from their own possible
non-linear dependence, are often also influenced by many external predictors.
In this paper, we construct prediction intervals of time-aggregated forecasts
in a high-dimensional regression setting. Our approach is based on quantiles of
residuals obtained by the popular LASSO routine. We allow for general
heavy-tailed, long-memory, and nonlinear stationary error process and
stochastic predictors. Through a series of systematically arranged consistency
results we provide theoretical guarantees of our proposed quantile-based method
in all of these scenarios. After validating our approach using simulations we
also propose a novel bootstrap based method that can boost the coverage of the
theoretical intervals. Finally analyzing the EPEX Spot data, we construct
prediction intervals for hourly electricity prices over horizons spanning 17
weeks and contrast them to selected Bayesian and bootstrap interval forecasts.",2020
http://arxiv.org/abs/2012.08970v1,Disentangling the socio-ecological drivers behind illegal fishing in a small-scale fishery managed by a TURF system,2020-12-15 09:38:22+00:00,"['Silvia de Juan', 'Maria Dulce Subida', 'Andres Ospina-Alvarez', 'Ainara Aguilar', 'Miriam Fernandez']",econ.GN,"A substantial increase in illegal extraction of the benthic resources in
central Chile is likely driven by an interplay of numerous socio-economic local
factors that threatens the success of the fisheries management areas (MA)
system. To assess this problem, the exploitation state of a commercially
important benthic resource (i.e., keyhole limpet) in the MAs was related with
socio-economic drivers of the small-scale fisheries. The potential drivers of
illegal extraction included rebound effect of fishing effort displacement by
MAs, level of enforcement, distance to surveillance authorities, wave exposure
and land-based access to the MA, and alternative economic activities in the
fishing village. The exploitation state of limpets was assessed by the
proportion of the catch that is below the minimum legal size, with high
proportions indicating a poor state, and by the relative median size of limpets
fished within the MAs in comparison with neighbouring OA areas, with larger
relative sizes in the MA indicating a good state. A Bayesian-Belief Network
approach was adopted to assess the effects of potential drivers of illegal
fishing on the status of the benthic resource in the MAs. Results evidenced the
absence of a direct link between the level of enforcement and the status of the
resource, with other socio-economic (e.g., alternative economic activities in
the village) and context variables (e.g., fishing effort or distance to
surveillance authorities) playing important roles. Scenario analysis explored
variables that are susceptible to be managed, evidencing that BBN is a powerful
approach to explore the role of multiple external drivers, and their impact on
marine resources, in complex small-scale fisheries.",2020
